SynsetTerms,PosScore,NegScore
weight_unit,0.00,0.00
mass_unit,0.00,0.00
unit_of_viscosity,0.00,0.00
work_unit,0.00,0.00
langley,0.00,0.00
brinell_number,0.00,0.00
brix_scale,0.00,0.00
point,0.00,0.00
advantage,0.00,0.00
set_point,0.00,0.00
match_point,0.00,0.00
sabin,0.00,0.00
circular_measure,0.00,0.00
mil,0.00,0.00
degree,0.00,0.00
second,0.00,0.00
minute_of_arc,0.00,0.00
microradian,0.00,0.00
milliradian,0.00,0.00
radian,0.00,0.00
grade,0.00,0.00
oxtant,0.00,0.00
sextant,0.00,0.00
straight_angle,0.00,0.00
steradian,0.00,0.00
square_inch,0.00,0.00
square_foot,0.00,0.00
square_yard,0.00,0.00
square_metre,0.00,0.00
square_mile,0.00,0.00
section,0.00,0.00
quarter_section,0.00,0.00
acre,0.00,0.00
are,0.00,0.00
hectare,0.00,0.00
arpent,0.00,0.00
barn,0.00,0.00
dessiatine,0.00,0.00
morgen,0.00,0.00
rod,0.00,0.00
liquid_unit,0.00,0.00
dry_unit,0.00,0.00
united_states_liquid_unit,0.00,0.00
imperial_capacity_unit,0.00,0.00
metric_capacity_unit,0.00,0.00
ardeb,0.00,0.00
arroba,0.00,0.00
bath,0.00,0.00
cran,0.00,0.00
ephah,0.00,0.00
field_capacity,0.00,0.00
kor,0.00,0.00
hin,0.00,0.00
fthm,0.00,0.00
acre-foot,0.00,0.00
acre_inch,0.00,0.00
board_measure,0.00,0.00
board_foot,0.00,0.00
standard,0.00,0.00
yard,0.00,0.00
last,0.00,0.00
mutchkin,0.00,0.00
oka,0.00,0.00
minim,0.00,0.00
fluidram,0.00,0.00
fluidounce,0.00,0.00
gill,0.00,0.00
cup,0.00,0.00
pint,0.00,0.00
fifth,0.00,0.00
quart,0.00,0.00
gallon,0.00,0.00
bbl,0.00,0.00
united_states_dry_unit,0.00,0.00
pint,0.00,0.00
quart,0.00,0.00
peck,0.00,0.00
bushel,0.00,0.00
minim,0.00,0.00
fluidram,0.00,0.00
fluidounce,0.00,0.00
gill,0.00,0.00
pint,0.00,0.00
quart,0.00,0.00
imperial_gallon,0.00,0.00
peck,0.00,0.00
bushel,0.00,0.00
firkin,0.00,0.00
kilderkin,0.00,0.00
quarter,0.00,0.00
hogshead,0.00,0.00
chaldron,0.00,0.00
cubic_millimetre,0.00,0.00
ml,0.00,0.00
cl,0.00,0.00
dl,0.00,0.00
litre,0.00,0.00
dkl,0.00,0.00
hl,0.00,0.00
kilolitre,0.00,0.00
cubic_kilometre,0.00,0.00
bit,0.00,0.00
parity_bit,0.00,0.00
nybble,0.00,0.00
byte,0.00,0.00
sector,0.00,0.00
block,0.00,0.00
bad_block,0.00,0.00
allocation_unit,0.00,0.00
partition,0.00,0.00
word,0.00,0.00
kilobyte,0.00,0.00
kilobyte,0.00,0.00
kilobit,0.00,0.00
kibit,0.00,0.00
mib,0.00,0.00
megabyte,0.00,0.00
megabit,0.00,0.00
mibit,0.00,0.00
gigabyte,0.00,0.00
gigabyte,0.00,0.00
gigabit,0.00,0.00
gibit,0.00,0.00
tib,0.00,0.00
terabyte,0.00,0.00
terabit,0.00,0.00
tibit,0.00,0.00
pib,0.00,0.00
petabyte,0.00,0.00
petabit,0.00,0.00
pibit,0.00,0.00
exbibyte,0.00,0.00
exabyte,0.00,0.00
exabit,0.00,0.00
exbibit,0.00,0.00
zib,0.00,0.00
zettabyte,0.00,0.00
zettabit,0.00,0.00
zibit,0.00,0.00
yottabyte,0.00,0.00
yottabyte,0.00,0.00
yottabit,0.00,0.00
yobibit,0.00,0.00
capacitance_unit,0.00,0.00
quantity_unit,0.00,0.00
conductance_unit,0.00,0.00
current_unit,0.00,0.00
elastance_unit,0.00,0.00
field_strength_unit,0.00,0.00
flux_density_unit,0.00,0.00
magnetic_flux_unit,0.00,0.00
inductance_unit,0.00,0.00
light_unit,0.00,0.00
magnetomotive_force_unit,0.00,0.00
potential_unit,0.00,0.00
power_unit,0.00,0.00
radioactivity_unit,0.00,0.00
resistance_unit,0.00,0.00
electrostatic_unit,0.00,0.00
picofarad,0.00,0.00
microfarad,0.00,0.00
millifarad,0.00,0.00
farad,0.00,0.00
abfarad,0.00,0.00
coulomb,0.00,0.00
abcoulomb,0.00,0.00
ampere-minute,0.00,0.00
ampere-hour,0.00,0.00
siemens,0.00,0.00
ampere,0.00,0.00
milliampere,0.00,0.00
abampere,0.00,0.00
international_ampere,0.00,0.00
daraf,0.00,0.00
gamma,0.00,0.00
oersted,0.00,0.00
mx,0.00,0.00
weber,0.00,0.00
microgauss,0.00,0.00
gauss,0.00,0.00
tesla,0.00,0.00
abhenry,0.00,0.00
millihenry,0.00,0.00
henry,0.00,0.00
illumination_unit,0.00,0.13
luminance_unit,0.13,0.25
luminous_flux_unit,0.00,0.00
luminous_intensity_unit,0.00,0.13
exposure,0.00,0.00
footcandle,0.00,0.00
lambert,0.00,0.00
lx,0.00,0.00
phot,0.00,0.00
nit,0.00,0.00
ft-l,0.00,0.00
lumen,0.00,0.00
standard_candle,0.00,0.00
international_candle,0.00,0.13
gilbert,0.00,0.00
ampere-turn,0.00,0.00
magneton,0.00,0.00
abvolt,0.00,0.00
mv,0.00,0.00
microvolt,0.00,0.00
nanovolt,0.00,0.00
picovolt,0.00,0.00
femtovolt,0.00,0.00
volt,0.00,0.00
kv,0.00,0.00
rydberg_unit,0.00,0.00
wave_number,0.00,0.00
abwatt,0.00,0.00
milliwatt,0.00,0.00
watt,0.00,0.00
kw,0.00,0.00
megawatt,0.00,0.00
hp,0.00,0.00
volt-ampere,0.00,0.00
kilovolt-ampere,0.00,0.00
millicurie,0.00,0.00
curie,0.00,0.00
gy,0.00,0.00
roentgen,0.00,0.00
rutherford,0.00,0.00
rem,0.00,0.00
rad,0.00,0.00
abohm,0.00,0.00
ohm,0.00,0.00
megohm,0.00,0.13
kiloton,0.00,0.00
megaton,0.00,0.00
dyne,0.00,0.00
newton,0.00,0.00
sthene,0.00,0.00
poundal,0.00,0.00
pound,0.00,0.00
pounder,0.00,0.00
gee,0.00,0.00
gal,0.00,0.00
beaufort_scale,0.00,0.00
astronomy_unit,0.00,0.00
metric_linear_unit,0.00,0.00
nautical_linear_unit,0.00,0.00
inch,0.00,0.00
ft,0.00,0.00
footer,0.00,0.00
yard,0.00,0.00
yarder,0.00,0.00
rod,0.00,0.00
furlong,0.00,0.00
statute_mile,0.00,0.00
miler,0.00,0.00
half_mile,0.00,0.00
quarter_mile,0.00,0.00
league,0.00,0.00
ligne,0.00,0.00
nail,0.00,0.00
archine,0.00,0.00
kos,0.00,0.00
vara,0.00,0.00
verst,0.00,0.00
cable_length,0.00,0.00
chain,0.00,0.00
gunter's_chain,0.00,0.00
engineer's_chain,0.00,0.00
cubit,0.00,0.00
fingerbreadth,0.00,0.00
fistmele,0.00,0.00
body_length,0.00,0.00
peak,0.25,0.25
hand,0.00,0.00
handsbreadth,0.00,0.00
head,0.00,0.00
lea,0.00,0.00
li,0.00,0.00
link,0.00,0.00
mesh,0.00,0.00
mil,0.00,0.00
swedish_mile,0.00,0.00
roman_mile,0.00,0.00
roman_pace,0.00,0.00
geometric_pace,0.00,0.00
military_pace,0.00,0.00
palm,0.00,0.00
span,0.00,0.00
survey_mile,0.00,0.00
light_year,0.00,0.00
light_hour,0.00,0.00
light_minute,0.00,0.00
light_second,0.00,0.00
au,0.00,0.00
secpar,0.00,0.00
fermi,0.00,0.00
picometre,0.00,0.00
angstrom_unit,0.00,0.00
nm,0.00,0.00
micron,0.00,0.00
mm,0.00,0.00
cm,0.00,0.00
dm,0.00,0.00
metre,0.00,0.00
dkm,0.00,0.00
hm,0.00,0.00
km,0.00,0.00
myriametre,0.00,0.00
nautical_chain,0.00,0.00
fthm,0.00,0.00
nautical_mile,0.00,0.00
nautical_mile,0.00,0.00
sea_mile,0.00,0.00
halfpennyworth,0.00,0.00
pennyworth,0.00,0.00
dollar,0.00,0.00
euro,0.00,0.00
franc,0.00,0.00
subunit,0.00,0.00
afghan_monetary_unit,0.00,0.00
afghani,0.00,0.00
pul,0.00,0.00
argentine_monetary_unit,0.00,0.00
austral,0.00,0.00
thai_monetary_unit,0.00,0.00
tical,0.00,0.00
satang,0.00,0.00
panamanian_monetary_unit,0.00,0.00
balboa,0.00,0.00
ethiopian_monetary_unit,0.00,0.00
birr,0.00,0.00
cent,0.00,0.00
centesimo,0.00,0.00
centimo,0.00,0.00
centavo,0.00,0.00
centime,0.00,0.00
venezuelan_monetary_unit,0.00,0.00
bolivar,0.00,0.00
ghanian_monetary_unit,0.00,0.00
cedi,0.00,0.00
pesewa,0.00,0.00
costa_rican_monetary_unit,0.00,0.00
costa_rican_colon,0.00,0.00
el_salvadoran_monetary_unit,0.00,0.00
el_salvadoran_colon,0.00,0.00
brazilian_monetary_unit,0.00,0.00
real,0.00,0.00
gambian_monetary_unit,0.00,0.00
dalasi,0.00,0.00
butut,0.00,0.00
algerian_monetary_unit,0.00,0.00
dinar,0.00,0.00
algerian_centime,0.00,0.00
bahrainian_monetary_unit,0.00,0.00
dinar,0.00,0.00
fils,0.00,0.00
iraqi_monetary_unit,0.00,0.00
iraqi_dinar,0.00,0.00
jordanian_monetary_unit,0.00,0.00
jordanian_dinar,0.00,0.00
kuwaiti_monetary_unit,0.00,0.00
kuwaiti_dinar,0.00,0.00
kuwaiti_dirham,0.00,0.00
libyan_monetary_unit,0.00,0.00
libyan_dinar,0.00,0.00
libyan_dirham,0.00,0.00
tunisian_monetary_unit,0.00,0.00
tunisian_dinar,0.00,0.00
tunisian_dirham,0.00,0.00
millime,0.00,0.00
yugoslavian_monetary_unit,0.00,0.00
yugoslavian_dinar,0.00,0.00
para,0.00,0.00
moroccan_monetary_unit,0.00,0.00
moroccan_dirham,0.00,0.00
united_arab_emirate_monetary_unit,0.00,0.00
united_arab_emirate_dirham,0.00,0.00
australian_dollar,0.00,0.00
bahamian_dollar,0.00,0.00
barbados_dollar,0.00,0.00
belize_dollar,0.00,0.00
bermuda_dollar,0.00,0.00
brunei_dollar,0.00,0.00
sen,0.00,0.00
loonie,0.00,0.00
cayman_islands_dollar,0.00,0.00
dominican_dollar,0.00,0.00
fiji_dollar,0.00,0.00
grenada_dollar,0.00,0.00
guyana_dollar,0.00,0.00
hong_kong_dollar,0.00,0.00
jamaican_dollar,0.00,0.00
kiribati_dollar,0.00,0.00
liberian_dollar,0.00,0.00
new_zealand_dollar,0.00,0.00
singapore_dollar,0.00,0.00
taiwan_dollar,0.00,0.00
trinidad_and_tobago_dollar,0.00,0.00
tuvalu_dollar,0.00,0.00
united_states_dollar,0.00,0.00
eurodollar,0.00,0.00
zimbabwean_dollar,0.00,0.00
vietnamese_monetary_unit,0.00,0.00
dong,0.00,0.00
hao,0.00,0.00
greek_monetary_unit,0.00,0.00
greek_drachma,0.00,0.00
lepton,0.00,0.00
sao_thome_e_principe_monetary_unit,0.00,0.00
dobra,0.00,0.00
cape_verde_monetary_unit,0.00,0.00
escudo,0.00,0.00
portuguese_monetary_unit,0.00,0.00
portuguese_escudo,0.00,0.00
conto,0.00,0.00
hungarian_monetary_unit,0.00,0.00
forint,0.00,0.00
filler,0.00,0.00
pengo,0.00,0.00
belgian_franc,0.00,0.00
benin_franc,0.00,0.00
burundi_franc,0.00,0.00
cameroon_franc,0.00,0.00
central_african_republic_franc,0.00,0.00
chadian_franc,0.00,0.00
congo_franc,0.00,0.00
djibouti_franc,0.00,0.00
french_franc,0.00,0.00
gabon_franc,0.00,0.00
ivory_coast_franc,0.00,0.00
luxembourg_franc,0.00,0.00
madagascar_franc,0.00,0.00
mali_franc,0.00,0.00
niger_franc,0.00,0.00
rwanda_franc,0.00,0.00
senegalese_franc,0.00,0.00
swiss_franc,0.00,0.00
togo_franc,0.00,0.00
burkina_faso_franc,0.00,0.00
haitian_monetary_unit,0.00,0.00
gourde,0.00,0.00
haitian_centime,0.00,0.00
paraguayan_monetary_unit,0.00,0.00
guarani,0.00,0.00
dutch_monetary_unit,0.00,0.00
gulden,0.00,0.00
surinamese_monetary_unit,0.00,0.00
gulden,0.00,0.00
peruvian_monetary_unit,0.00,0.00
inti,0.00,0.00
papuan_monetary_unit,0.00,0.00
kina,0.00,0.00
toea,0.00,0.00
laotian_monetary_unit,0.00,0.00
kip,0.00,0.00
at,0.00,0.00
czech_monetary_unit,0.00,0.00
koruna,0.00,0.00
heller,0.00,0.00
slovakian_monetary_unit,0.00,0.00
koruna,0.00,0.00
heller,0.00,0.00
icelandic_monetary_unit,0.00,0.00
krona,0.00,0.00
eyrir,0.00,0.00
swedish_monetary_unit,0.00,0.00
swedish_krona,0.00,0.00
ore,0.00,0.00
danish_monetary_unit,0.00,0.00
krone,0.00,0.00
norwegian_monetary_unit,0.00,0.00
norwegian_krone,0.00,0.00
malawian_monetary_unit,0.00,0.00
malawi_kwacha,0.00,0.00
tambala,0.00,0.00
zambian_monetary_unit,0.00,0.00
zambian_kwacha,0.00,0.00
ngwee,0.00,0.00
angolan_monetary_unit,0.00,0.00
kwanza,0.00,0.00
lwei,0.00,0.00
myanmar_monetary_unit,0.00,0.00
kyat,0.00,0.00
pya,0.00,0.00
albanian_monetary_unit,0.00,0.00
lek,0.00,0.00
qintar,0.00,0.00
honduran_monetary_unit,0.00,0.00
lempira,0.00,0.00
sierra_leone_monetary_unit,0.00,0.00
leone,0.00,0.00
romanian_monetary_unit,0.00,0.00
leu,0.00,0.00
ban,0.00,0.00
bulgarian_monetary_unit,0.00,0.00
lev,0.00,0.00
stotinka,0.00,0.00
swaziland_monetary_unit,0.00,0.00
lilangeni,0.00,0.00
italian_monetary_unit,0.00,0.00
lira,0.00,0.00
british_monetary_unit,0.00,0.00
quid,0.00,0.00
shilling,0.00,0.00
turkish_monetary_unit,0.00,0.00
turkish_lira,0.00,0.00
piastre,0.00,0.00
asper,0.00,0.00
lesotho_monetary_unit,0.00,0.00
loti,0.00,0.00
sente,0.00,0.00
german_monetary_unit,0.00,0.00
mark,0.00,0.00
pfennig,0.00,0.00
finnish_monetary_unit,0.00,0.00
markka,0.00,0.00
penni,0.00,0.00
mozambique_monetary_unit,0.00,0.00
metical,0.00,0.00
nigerian_monetary_unit,0.00,0.00
naira,0.00,0.00
kobo,0.00,0.00
bhutanese_monetary_unit,0.00,0.00
ngultrum,0.00,0.00
chetrum,0.00,0.00
mauritanian_monetary_unit,0.00,0.00
ouguiya,0.00,0.00
khoum,0.00,0.00
tongan_monetary_unit,0.00,0.00
pa'anga,0.00,0.00
seniti,0.00,0.00
macao_monetary_unit,0.00,0.00
pataca,0.00,0.00
avo,0.00,0.00
spanish_monetary_unit,0.00,0.00
spanish_peseta,0.00,0.00
bolivian_monetary_unit,0.00,0.00
boliviano,0.00,0.00
nicaraguan_monetary_unit,0.00,0.00
cordoba,0.00,0.00
chilean_monetary_unit,0.00,0.00
peso,0.00,0.00
colombian_monetary_unit,0.00,0.00
peso,0.00,0.00
cuban_monetary_unit,0.00,0.00
peso,0.00,0.00
dominican_monetary_unit,0.00,0.00
peso,0.00,0.00
guinea-bissau_monetary_unit,0.00,0.00
peso,0.00,0.00
mexican_monetary_unit,0.00,0.00
peso,0.00,0.00
philippine_monetary_unit,0.00,0.00
philippine_peso,0.00,0.00
uruguayan_monetary_unit,0.00,0.00
uruguayan_peso,0.00,0.00
cypriot_monetary_unit,0.00,0.00
pound,0.00,0.00
mil,0.00,0.00
egyptian_monetary_unit,0.00,0.00
pound,0.00,0.00
piastre,0.00,0.00
penny,0.00,0.00
irish_monetary_unit,0.00,0.00
punt,0.00,0.00
lebanese_monetary_unit,0.00,0.00
pound,0.00,0.00
maltese_monetary_unit,0.00,0.00
maltese_lira,0.00,0.00
sudanese_monetary_unit,0.00,0.00
sudanese_pound,0.00,0.00
syrian_monetary_unit,0.00,0.00
syrian_pound,0.00,0.00
botswana_monetary_unit,0.00,0.00
pula,0.00,0.00
thebe,0.00,0.00
guatemalan_monetary_unit,0.00,0.00
quetzal,0.00,0.00
south_african_monetary_unit,0.00,0.00
rand,0.00,0.00
iranian_monetary_unit,0.00,0.00
rial,0.00,0.00
iranian_dinar,0.00,0.00
omani_monetary_unit,0.00,0.00
riyal-omani,0.00,0.00
baiza,0.00,0.00
yemeni_monetary_unit,0.00,0.00
yemeni_rial,0.00,0.00
yemeni_fils,0.25,0.00
cambodian_monetary_unit,0.00,0.00
riel,0.00,0.00
malaysian_monetary_unit,0.00,0.00
ringgit,0.00,0.00
qatari_monetary_unit,0.00,0.00
riyal,0.00,0.00
qatari_dirham,0.00,0.00
saudi_arabian_monetary_unit,0.00,0.00
saudi_arabian_riyal,0.00,0.00
qurush,0.00,0.00
russian_monetary_unit,0.00,0.00
ruble,0.00,0.00
kopek,0.00,0.00
armenian_monetary_unit,0.00,0.00
dram,0.00,0.00
lumma,0.00,0.00
azerbaijani_monetary_unit,0.00,0.00
manat,0.00,0.00
qepiq,0.00,0.00
belarusian_monetary_unit,0.00,0.00
rubel,0.00,0.00
kapeika,0.00,0.00
estonian_monetary_unit,0.00,0.00
kroon,0.00,0.00
sent,0.00,0.00
georgian_monetary_unit,0.00,0.00
lari,0.00,0.00
tetri,0.00,0.00
kazakhstani_monetary_unit,0.00,0.00
tenge,0.00,0.00
tiyin,0.00,0.00
latvian_monetary_unit,0.00,0.00
lats,0.00,0.00
santims,0.00,0.00
lithuanian_monetary_unit,0.00,0.00
litas,0.00,0.00
centas,0.00,0.00
kyrgyzstani_monetary_unit,0.00,0.00
som,0.00,0.00
tyiyn,0.00,0.00
moldovan_monetary_unit,0.00,0.00
leu,0.00,0.00
ban,0.00,0.00
tajikistani_monetary_unit,0.00,0.00
ruble,0.00,0.00
tanga,0.00,0.00
turkmen_monetary_unit,0.00,0.00
manat,0.00,0.00
tenge,0.00,0.00
ukranian_monetary_unit,0.00,0.00
hryvnia,0.00,0.00
kopiyka,0.00,0.00
uzbekistani_monetary_unit,0.00,0.00
som,0.00,0.00
tiyin,0.00,0.00
indian_monetary_unit,0.00,0.00
rupee,0.00,0.00
paisa,0.00,0.00
pakistani_monetary_unit,0.00,0.00
rupee,0.00,0.00
anna,0.00,0.00
mauritian_monetary_unit,0.00,0.00
rupee,0.00,0.00
nepalese_monetary_unit,0.00,0.00
rupee,0.00,0.00
seychelles_monetary_unit,0.00,0.00
seychelles_rupee,0.00,0.00
sri_lankan_monetary_unit,0.00,0.00
sri_lanka_rupee,0.00,0.00
indonesian_monetary_unit,0.00,0.00
rupiah,0.00,0.00
austrian_monetary_unit,0.00,0.00
schilling,0.00,0.00
groschen,0.00,0.00
israeli_monetary_unit,0.00,0.00
shekel,0.00,0.00
agora,0.00,0.00
kenyan_monetary_unit,0.00,0.00
shilling,0.00,0.00
somalian_monetary_unit,0.00,0.00
somalian_shilling,0.00,0.00
tanzanian_monetary_unit,0.00,0.00
tanzanian_shilling,0.00,0.00
ugandan_monetary_unit,0.00,0.00
ugandan_shilling,0.00,0.00
ecuadoran_monetary_unit,0.00,0.00
sucre,0.00,0.00
guinean_monetary_unit,0.00,0.00
guinean_franc,0.00,0.00
bangladeshi_monetary_unit,0.00,0.00
taka,0.00,0.00
western_samoan_monetary_unit,0.00,0.00
tala,0.00,0.00
sene,0.00,0.00
mongolian_monetary_unit,0.00,0.00
tugrik,0.00,0.00
mongo,0.00,0.00
north_korean_monetary_unit,0.00,0.00
won,0.00,0.00
chon,0.00,0.00
south_korean_monetary_unit,0.00,0.00
won,0.00,0.00
chon,0.00,0.00
japanese_monetary_unit,0.00,0.00
yen,0.00,0.00
chinese_monetary_unit,0.00,0.00
yuan,0.00,0.00
jiao,0.00,0.00
fen,0.00,0.00
zairese_monetary_unit,0.00,0.00
zaire,0.00,0.00
likuta,0.00,0.00
polish_monetary_unit,0.00,0.00
zloty,0.00,0.00
grosz,0.00,0.00
dol,0.00,0.25
standard_pressure,0.00,0.00
pascal,0.00,0.00
torr,0.00,0.00
psi,0.00,0.00
millibar,0.00,0.00
bar,0.00,0.00
microbar,0.00,0.00
point,0.00,0.00
pica_em,0.00,0.00
nut,0.00,0.00
mutton_quad,0.00,0.00
cicero,0.00,0.00
line,0.00,0.00
milline,0.00,0.00
inch,0.00,0.00
lineage,0.00,0.00
bel,0.00,0.00
decibel,0.00,0.00
sone,0.00,0.00
phon,0.00,0.00
erlang,0.00,0.00
degree,0.00,0.00
millidegree,0.00,0.00
degree_centigrade,0.00,0.00
f,0.00,0.00
kelvin,0.00,0.00
rankine,0.00,0.00
degree_day,0.00,0.00
standard_temperature,0.00,0.00
poise,0.00,0.00
atomic_mass_unit,0.00,0.00
nucleon_number,0.00,0.00
weight,0.00,0.00
avoirdupois_weight,0.00,0.00
avoirdupois_unit,0.00,0.00
troy_weight,0.00,0.13
troy_unit,0.00,0.00
apothecaries'_weight,0.00,0.00
weight_unit,0.00,0.00
arroba,0.00,0.00
catty,0.00,0.00
crith,0.00,0.00
frail,0.13,0.00
last,0.00,0.00
maund,0.00,0.00
obolus,0.00,0.00
oka,0.00,0.00
picul,0.00,0.00
pood,0.00,0.00
rotl,0.00,0.00
slug,0.00,0.00
tael,0.00,0.00
tod,0.00,0.00
welterweight,0.00,0.00
grain,0.00,0.00
dram,0.00,0.00
oz.,0.00,0.00
pound,0.00,0.00
pound,0.00,0.00
half_pound,0.00,0.00
quarter_pound,0.00,0.00
stone,0.00,0.00
quarter,0.00,0.00
long_hundredweight,0.00,0.00
short_hundredweight,0.00,0.00
ton,0.00,0.00
ton,0.00,0.00
kiloton,0.00,0.13
megaton,0.00,0.13
grain,0.00,0.00
scruple,0.00,0.00
pennyweight,0.00,0.00
dram,0.00,0.00
troy_ounce,0.00,0.00
troy_pound,0.00,0.00
microgram,0.00,0.00
milligram,0.00,0.00
ng,0.00,0.00
metric_grain,0.00,0.00
dg,0.00,0.00
carat,0.00,0.00
gramme,0.00,0.00
gram_atom,0.00,0.00
mole,0.00,0.00
dkg,0.00,0.00
hg,0.00,0.00
kilogram,0.00,0.00
key,0.00,0.00
myriagram,0.00,0.00
centner,0.00,0.00
metric_hundredweight,0.00,0.00
quintal,0.00,0.00
tonne,0.00,0.00
erg,0.00,0.00
ev,0.00,0.00
watt_second,0.00,0.00
small_calorie,0.00,0.00
nutritionist's_calorie,0.00,0.00
btu,0.00,0.00
therm,0.00,0.00
watt-hour,0.00,0.00
kw-hr,0.00,0.00
foot-pound,0.00,0.00
foot-ton,0.00,0.00
foot-poundal,0.00,0.00
horsepower-hour,0.00,0.00
kilogram-meter,0.00,0.00
natural_number,0.00,0.00
whole_number,0.13,0.13
addend,0.00,0.00
augend,0.00,0.00
minuend,0.00,0.00
subtrahend,0.00,0.00
remainder,0.00,0.00
imaginary_number,0.00,0.00
complex_conjugate,0.13,0.00
real_number,0.00,0.00
pure_imaginary_number,0.00,0.00
imaginary_part_of_a_complex_number,0.00,0.00
modulus,0.00,0.00
rational_number,0.00,0.00
irrational_number,0.00,0.00
transcendental_number,0.00,0.13
algebraic_number,0.00,0.00
square,0.00,0.00
third_power,0.00,0.00
quartic,0.00,0.00
radical,0.00,0.00
root,0.00,0.00
square_root,0.00,0.00
cube_root,0.00,0.00
fraction,0.00,0.00
simple_fraction,0.00,0.00
numerator,0.00,0.00
dividend,0.00,0.00
denominator,0.13,0.00
divisor,0.00,0.00
quotient,0.00,0.00
factor,0.00,0.00
remainder,0.00,0.00
multiplier_factor,0.00,0.00
multiplicand,0.00,0.00
scale_factor,0.00,0.00
time-scale_factor,0.00,0.00
equivalent-binary-digit_factor,0.00,0.00
aliquot_part,0.13,0.13
aliquant_part,0.00,0.63
common_measure,0.00,0.00
highest_common_factor,0.00,0.38
common_multiple,0.00,0.00
common_denominator,0.00,0.00
modulus,0.13,0.13
improper_fraction,0.00,0.00
proper_fraction,0.00,0.00
compound_fraction,0.00,0.00
decimal_fraction,0.25,0.00
repeating_decimal,0.00,0.00
continued_fraction,0.00,0.00
one-half,0.00,0.00
fifty_percent,0.00,0.00
moiety,0.00,0.00
tierce,0.00,0.00
two-thirds,0.00,0.00
twenty-five_percent,0.00,0.00
three-quarters,0.00,0.00
twenty_percent,0.00,0.00
sixth,0.00,0.00
seventh,0.00,0.00
one-eighth,0.00,0.00
one-ninth,0.00,0.00
tenth_part,0.00,0.00
twelfth_part,0.00,0.00
sixteenth_part,0.00,0.00
thirty-second_part,0.00,0.00
sixtieth,0.00,0.00
sixty-fourth,0.00,0.00
one_percent,0.00,0.00
thousandth,0.00,0.00
ten-thousandth,0.00,0.00
one-hundred-thousandth,0.00,0.00
one-millionth,0.00,0.00
one-hundred-millionth,0.00,0.00
one-billionth,0.00,0.00
trillionth,0.00,0.00
quadrillionth,0.00,0.00
quintillionth,0.00,0.00
zippo,0.25,0.25
nihil,0.00,0.13
sweet_fanny_adams,0.00,0.13
figure,0.00,0.00
binary_digit,0.00,0.00
octal_digit,0.00,0.00
decimal_digit,0.00,0.00
duodecimal_digit,0.00,0.00
hexadecimal_digit,0.00,0.00
significant_figure,0.00,0.00
zero,0.00,0.00
unity,0.00,0.00
monas,0.00,0.00
singleton,0.00,0.00
mate,0.00,0.00
two,0.00,0.00
snake_eyes,0.25,0.00
yoke,0.00,0.00
doubleton,0.00,0.00
troika,0.00,0.00
tetrad,0.00,0.00
v,0.00,0.00
vi,0.00,0.00
vii,0.00,0.00
viii,0.00,0.00
niner,0.00,0.00
large_integer,0.13,0.00
double_digit,0.00,0.00
x,0.00,0.00
xi,0.00,0.00
xii,0.00,0.00
boxcars,0.00,0.13
teens,0.00,0.00
xiii,0.00,0.00
xiv,0.00,0.00
xv,0.00,0.00
xvi,0.00,0.00
xvii,0.00,0.00
xviii,0.00,0.00
xix,0.00,0.00
xx,0.00,0.00
xxi,0.00,0.00
xxii,0.00,0.00
xxiii,0.00,0.00
xxiv,0.00,0.00
xxv,0.00,0.00
xxvi,0.00,0.00
xxvii,0.00,0.00
xxviii,0.00,0.00
xxix,0.00,0.00
xxx,0.00,0.00
xl,0.00,0.00
l,0.00,0.00
sixty,0.00,0.00
seventy,0.00,0.00
seventy-eight,0.00,0.00
lxxx,0.00,0.00
xc,0.00,0.00
one_c,0.00,0.00
gross,0.00,0.00
long_hundred,0.00,0.00
five_hundred,0.00,0.00
yard,0.00,0.00
millenary,0.00,0.00
great_gross,0.00,0.00
ten_thousand,0.00,0.00
lakh,0.00,0.00
one_thousand_thousand,0.00,0.00
crore,0.00,0.00
one_thousand_million,0.00,0.00
milliard,0.00,0.00
one_million_million,0.00,0.00
trillion,0.00,0.00
trillion,0.00,0.00
quadrillion,0.00,0.00
quadrillion,0.00,0.00
quintillion,0.00,0.00
sextillion,0.00,0.00
septillion,0.00,0.00
octillion,0.00,0.00
aleph-zero,0.00,0.13
pi,0.00,0.00
e,0.00,0.00
increase,0.00,0.00
accretion,0.13,0.00
bag,0.00,0.00
breakage,0.00,0.25
capacity,0.00,0.00
formatted_capacity,0.00,0.00
unformatted_capacity,0.00,0.00
haul,0.00,0.00
fudge_factor,0.00,0.00
containerful,0.00,0.00
stride,0.00,0.00
headspace,0.00,0.00
large_indefinite_quantity,0.13,0.63
chunk,0.00,0.00
limitation,0.00,0.25
point_of_accumulation,0.00,0.00
yield,0.00,0.00
